天津,生态城 精装修洋房 通透两室 紧邻教育资源 商业 配套齐全,2室2厅|87.55㎡|中层（共7层）|南北向|2018年建|陈浩,红星天铂湾中新生态城-中新天津生态城海博道与永盛路交口,15419元/㎡,135万
天津,中介費1% 兴云里 南北通透两室 电梯洋房 私产满五年,2室1厅|84.67㎡|中层（共7层）|南北向|2006年建|孟令伟,兴云里广开街-西营门大街9号,30707元/㎡,260万
天津,环湖南里 56.4平2居 东西向精装修 安静不临街,2室1厅|56.4㎡|顶层（共6层）|东西向|袁欣,环湖南里天塔街-环湖南道与环湖中路交口南侧,23581元/㎡,133万
天津,值得传世的房子 中式庭院苏州风 闹中取静 环境优美,3室2厅|103㎡|低层（共11层）|南北向|2022年建|刘占元,绿城水西云庐侯台-水西公园畔,29417元/㎡,303万
天津,"首创禧瑞府157户型小高层,2梯2户,小区环境好实景宋氏园林",4室2厅|157㎡|底层（共14层）|南北向|2023年建|刘占元,龙湖首创禧瑞郦城中北镇-中北镇阜锦道与金霞路交口西北侧,21019元/㎡,330万
天津,仁和园(津南区) 2室1厅 南 北,2室1厅|80.31㎡|低层（共8层）|南北向|2017年建|李明文,津南仁和园双港镇-津南区双港镇梨双公路,13074元/㎡,105万
天津,西康路 四室 带电梯 三梯两户 私产可贷款,4室2厅|240.09㎡|低层（共32层）|南北向|2017年建|李凤超,赛顿大厦新兴街-新兴街道土山花园社区西康路37号,47898元/㎡,1150万
天津,和平3片 西康路小學 3楼双阳面两室 免拥金 可公易贷落户,2室1厅|58㎡|中层（共6层）|南北向|胡博,和平区迎春里新兴街-西康道与宜昌路交口,37758元/㎡,219万
天津,宇正园 3室1厅 146.43平,3室1厅|146.43㎡|高层（共13层）|南北向|2006年建|孟凡超,宇正园广开街-黄河道146号,34146元/㎡,500万
天津,真诚如您所见 翠亨村高层精装一居室01户型74平米175万,1室1厅|74.01㎡|高层（共28层）|东北向|1998年建|唐珂青,翠亨村第三大街-经济技术开发区第三大街与巢湖路交口北侧,23645元/㎡,175万
天津,房东直售 大王中心 海河英才 集体户建筑73平米 可2成首付,2室1厅|42.84㎡|中层（共15层）|南北向|1995年建|陈娜,十四经路小区大王庄-十四经路与津塘路交口,24509元/㎡,105万
天津,西青改善 5米宽厅 双地铁沿线洋房 全景落地窗 高出房率,3室2厅|114㎡|高层（共11层）|南北向|2023年建|赵雪,金地藝墅家精武镇-宾水西道与工一号路交口以南。,17192元/㎡,196万
天津,新德里 2室1厅 55.25平,2室1厅|55.25㎡|中层（共5层）|南北向|2006年建|袁欣,新德里桃园街-河西区永安道与黄埔北路交口,40181元/㎡,222万
天津,南北通透景观花园3室2厅,3室2厅|118.6㎡|高层（共6层）|南北向|2000年建|梁星星,景观花园梅江-梅江道18号,30185元/㎡,358万
天津,贻成学府壹号 南开对面 新房未住 视野无遮挡 商超便利,2室2厅|83㎡|高层（共28层）|南北向|2020年建|陈浩,贻成学府壹号中新生态城-中新生态城中部核心区华一路与中天大道交口,16265元/㎡,135万
天津,中新生态城 刚需两居 临地铁 出行方便,2室2厅|88.62㎡|低层（共18层）|南向|2012年建|陈浩,碧桂园滨海城中新生态城-天津市中新生态城中央大道与海博路交口,11058元/㎡,98万
天津,"轻轨旁国企有保障精装修现房, 即交房 收藏",2室2厅|80㎡|底层（共6层）|南北向|2006年建|王飞,中核智慧城中新生态城-中新天津生态城中央大道与玉砂道交口,12500元/㎡,100万
天津,十二经路13 四楼 可贷款 集体户口可买 看房方便,2室1厅|60㎡|中层（共6层）|南北向|2010年建|仲麒,十二经路13号院大王庄-十二经路13号,12833元/㎡,77万
天津,"此房满二,南北通透全明户型,大房本,可以贷款",2室2厅|106.66㎡|低层（共21层）|南北向|2017年建|李明文,津南仁和园双港镇-津南区双港镇梨双公路,9844元/㎡,105万
天津,生态城 精装三室 准现房 地铁旁 随时看房 找我有优惠,3室2厅|95㎡|底层（共8层）|南北向|2023年建|李爱军,中核智慧城中新生态城-中新天津生态城中央大道与玉砂道交口,9473元/㎡,90万
天津,中梁公馆 吾悦对面 位置好 商 学 铁 一应俱全 不要首付,2室2厅|87㎡|底层（共6层）|南北向|2006年建|李美霞,"天津中梁公馆新河街-海洋高新区云山道吾悦广场以北,海缘东路以西",11264元/㎡,98万
天津,"南北通透,大两室,格局好,房子方正,交通便利",2室1厅|64.36㎡|中层（共4层）|南北向|2018年建|李凤超,新兴里新兴街-福建路284号,54381元/㎡,350万
天津,近南开 地铁站旁 五米开间宽厅大落地窗 电梯洋房,3室3厅|114㎡|低层（共11层）|南北向|2018年建|赵雪,艺英里李七庄-秀川路津宴大酒楼东50米艺英里,16666元/㎡,190万
天津,"和平吉星南里南北两居室 不临街,采光好",2室1厅|35.41㎡|底层（共5层）|南北向|2018年建|李凤超,吉星南里南营门-昆明路46号,88957元/㎡,315万
天津,"亲民中介拥金1海光寺电梯房交通便利,出行方便,居住方便舒适.",3室2厅|131.64㎡|低层（共13层）|东西向|2017年建|蒋智慧,龙德里万兴街-万德庄大街与万德庄南北街交口西侧,20890元/㎡,275万
天津,中介費1% 飞云东里 南北通透两室 私产可贷款 南开小學片,2室1厅|71.99㎡|高层（共6层）|南北向|2006年建|孟令伟,飞云东里万兴街-飞云道30号,19863元/㎡,143万
天津,中介費1% 云栖里 私产房可贷款 业主诚心出售 中心學片,1室1厅|35.77㎡|高层（共6层）|南向|2006年建|孟令伟,云栖里万兴街-鞍山西道258号,36063元/㎡,129万
天津,拥金1 嘉泰花园4楼有车位!维护人好谈价!南北通透不临街,2室1厅|93.91㎡|中层（共7层）|南北向|2017年建|张哲,嘉泰花园八里台-长实道13号,26408元/㎡,248万
天津,"响螺湾精装带车位, 后几天,单价13000",3室2厅|113㎡|底层（共18层）|南北向|2023年建|李爱军,万科滨江都会响螺湾-迎宾大道与坨场道交口南100米,13539元/㎡,153万
天津,新德里 2室1厅 52.59平,2室1厅|52.59㎡|底层（共5层）|南北向|2006年建|袁欣,新德里桃园街-河西区永安道与黄埔北路交口,38410元/㎡,202万
天津,"私产满五,电梯房精装修,一梯两户,环境好,配套齐全",2室1厅|92.99㎡|中层（共11层）|东西向|2017年建|李凤超,佳怡公寓南营门-卫津路139号,48177元/㎡,448万
天津,亲民中介拥金1 竹径里 南开中XIN 不到顶可贷款 诚意出售,2室1厅|85.6㎡|高层（共6层）|南北向|2017年建|蒋智慧,竹径里万兴街-西湖村大街42号增1号,23948元/㎡,205万
天津,河东重点片 朝南 高楼层视野无遮挡 商业配套齐全 LH,1室1厅|27㎡|高层（共6层）|南向|1995年建|仲麒,常州里常州道-常州道13号,12222元/㎡,33万
天津,雅居乐滨河雅郡 三室两厅一卫 南北通透 户型方正 收藏,3室2厅|89㎡|底层（共6层）|南向|2006年建|王飞,雅居乐滨河雅郡中新生态城-中新生态城中生大道与泰九路交口,7303元/㎡,65万
天津,"中新天津生态城凤栖梧桐精装三室现房,随时看房,配套成熟 收藏",2室2厅|98.59㎡|底层（共6层）|南北向|2006年建|王飞,凤栖梧桐中新生态城-生态城华三路与新一街交口,15823元/㎡,156万
天津,南北通透海逸长洲恋海园3室3厅,3室3厅|197.95㎡|中层（共24层）|南北向|2010年建|郝建吉,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,31573元/㎡,625万
天津,新政策落地.不用买房.直接成为天津人 过来读书不是梦欢迎咨询,4室2厅|90㎡|低层（共31层）|南北向|2017年建|王飞,绅湖公馆北塘-港城大道滨海湖生态居住区,5000元/㎡,45万
天津,南北通透海逸长洲恋海园3室3厅,3室3厅|190㎡|中层（共26层）|南北向|2004年建|郝建吉,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,35052元/㎡,666万
城市,标题,房源信息描述,房源位置信息,单价,房总款
天津,"中新天津生态城凤栖梧桐精装三室现房,随时看房,配套成熟 收藏",2室2厅|98.59㎡|底层（共6层）|南北向|2006年建|王飞,凤栖梧桐中新生态城-生态城华三路与新一街交口,15823元/㎡,156万
天津,"精装看房很方便,业主诚心出售,",3室2厅|120.1㎡|中层（共16层）|南北向|2017年建|李凤超,爱建公寓劝业场街-陕西路16号,43963元/㎡,528万
天津,哈密道 直管公产 大于十平米 可贷款 价格真实 随时看房,1室0厅|11.02㎡|底层（共2层）|东向|2006年建|韩博宇,河南路小区劝业场街-河南路与营口道交口,113430元/㎡,125万
天津,新房现房清盘 人车分流 品质小区,2室1厅|83㎡|中层（共18层）|南北向|2020年建|曹旭成,津南悦府辛庄镇-辛庄镇津沽公路与白万路交口,12289元/㎡,102万
天津,大胡同 两室 公产 可买产权 周边配套 位置好 165万,2室1厅|56㎡|高层（共7层）|南北向|2018年建|王伟,钧和里大胡同-红桥区大胡同与北马路交口,29464元/㎡,165万
天津,雅居乐 低价纯洋房社区 一梯两户 环境优美 配套齐全,3室2厅|85㎡|底层（共6层）|南北向|2006年建|王飞,雅居乐滨河雅郡中新生态城-中新生态城中生大道与泰九路交口,7294元/㎡,62万
天津,中新生态城 南北通透 满五 有电梯 近地铁 集中供暖,2室2厅|80㎡|顶层（共11层）|南北向|2017年建|陈浩,宝龙城北苑中新生态城-滨海旅游区海旭道与安明路交口,12187元/㎡,97.5万
天津,海佳园11093户型.单价8800要房联系我 收藏,2室2厅|96㎡|底层（共6层）|南北向|2006年建|李美霞,经纬城市绿洲滨海港东新城-港东三道与海景六路交口,10937元/㎡,105万
天津,西康路 一楼前后带院 私产过五年 看房随时,2室1厅|65.44㎡|底层（共7层）|南北向|2017年建|李凤超,同发里新兴街-蛇口道22号,55776元/㎡,365万
天津,河东重点片 朝南 高楼层视野无遮挡 商业配套齐全 LH,1室1厅|27㎡|高层（共6层）|南向|1995年建|仲麒,常州里常州道-常州道13号,12222元/㎡,33万
天津,南北通透海逸长洲恋海园3室2厅精装修,3室2厅|177.45㎡|高层（共27层）|南北向|2006年建|郝建吉,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,39447元/㎡,700万
天津,玉山里二楼 集体户口可买 临地铁站,1室1厅|21.34㎡|低层（共6层）|南向|1990年建|仲麒,玉山里常州道-河东区真理道与靖江路交口,17338元/㎡,37万
天津,落戸红桥 西关街网红打卡地 户型方正 好出租 60万办齐,1室1厅|45㎡|顶层（共6层）|南向|1995年建|王伟,西关北里铃铛阁-西关北街61101号,13333元/㎡,60万
天津,生态城宝龙城通透两室带装修楼层好送全屋家具家电急售,2室2厅|80.8㎡|中层（共11层）|南北向|2006年建|陈浩,宝龙城北苑中新生态城-滨海旅游区海旭道与安明路交口,11881元/㎡,96万
天津,新房加30分 电梯洋房 88平三室62万 找我买房有优惠,3室1厅|88㎡|高层（共8层）|南北向|2020年建|王飞,雅居乐滨河雅郡中新生态城-中新生态城中生大道与泰九路交口,7045元/㎡,62万
天津,中新生态城现房 双威悦馨苑全阳两室过五年 拎包入住,2室2厅|85.6㎡|高层（共29层）|南向|2021年建|王飞,双威悦馨苑中新生态城-中新大道3681号,12266元/㎡,105万
天津,新政策落地.不用买房.直接成为天津人 过来读书不是梦欢迎咨询,4室2厅|90㎡|低层（共31层）|南北向|2017年建|王飞,绅湖公馆北塘-港城大道滨海湖生态居住区,5000元/㎡,45万
天津,"地铁二号五号线旁益寿东里五楼不到顶一室,直管公产45万办齐",1室1厅|34㎡|高层（共6层）|西北向|2011年建|仲麒,益寿东里常州道-河东区常州道与泰兴路交口西南角处,13235元/㎡,45万
天津,大胡同拆迁片 钧和里 不到顶 稀缺两室 懂的都懂 无拥斤,2室1厅|53㎡|高层（共6层）|南北向|2018年建|王伟,钧和里大胡同-红桥区大胡同与北马路交口,31132元/㎡,165万
天津,雅居乐滨河雅郡 三室两厅一卫 南北通透 户型方正 收藏,3室2厅|89㎡|底层（共6层）|南向|2006年建|王飞,雅居乐滨河雅郡中新生态城-中新生态城中生大道与泰九路交口,7303元/㎡,65万
天津,"西北角网红打卡地,60万办齐,可变私产,地铁一二号线",1室1厅|41㎡|顶层（共6层）|南北向|2018年建|王伟,西关北里铃铛阁-西关北街61101号,14634元/㎡,60万
天津,现房现房 渤海石油 精装洋房 楼层可选 随时看房,3室2厅|79㎡|底层（共6层）|南北向|2006年建|李美霞,合景珒悦府临港经济区-中部新城金岸六道与银河二道交口南侧,10126元/㎡,80万
天津,南北通透海逸长洲恋海园3室2厅,3室2厅|199㎡|高层（共27层）|南北向|2010年建|郝建吉,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,32663元/㎡,650万
天津,"今推荐,碧桂园滨海城精装修装3室2厅诚心出售",3室2厅|95㎡|中层（共15层）|南向|2006年建|陈浩,碧桂园滨海城中新生态城-天津市中新生态城中央大道与海博路交口,10631元/㎡,101万
天津,河东重点片 朝南 高楼层视野无遮挡 商业配套齐全 LH,1室1厅|27㎡|高层（共6层）|南向|1995年建|仲麒,常州里常州道-常州道13号,12222元/㎡,33万
天津,集体沪可选 河东万达河东公园 程林里 4号线 35万免用金,1室1厅|24.74㎡|顶层（共6层）|南北向|1990年建|仲麒,程林里上杭路-河东区成林庄路与泰昌路交口东南角,14147元/㎡,35万
天津,南北通透海逸长洲恋海园3室2厅精装修,3室2厅|152.87㎡|高层（共24层）|南北向|2010年建|郝建吉,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,32707元/㎡,500万
天津,"津港城国企开发,龙湖物业准现房,政府补贴,找我走公司价",3室2厅|93㎡|底层（共18层）|南北向|2022年建|李美霞,津港城临港经济区-中部新城金岸六道与银河五路交汇处,7956元/㎡,74万
天津,生态城 北部 洋房社区 精装交付 8千多一平米,3室2厅|89㎡|底层（共6层）|南向|2006年建|王飞,雅居乐滨河雅郡中新生态城-中新生态城中生大道与泰九路交口,8426元/㎡,75万
天津,生态城 博与海 精装交房 单价低 低密度 目送式单价8K靠谱,3室2厅|108㎡|底层（共7层）|南北向|2018年建|王飞,博屿海中新生态城-生态城北区中新大道与中海大道交汇,7870元/㎡,85万
天津,生态城 新出 精装洋房 紧邻大型商业 出门就是学小 收藏,3室2厅|95㎡|底层（共6层）|南北向|2006年建|王飞,博屿海中新生态城-生态城北区中新大道与中海大道交汇,9368元/㎡,89万
天津,南北通透海逸长洲恋海园3室3厅,3室3厅|190㎡|中层（共26层）|南北向|2004年建|郝建吉,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,35052元/㎡,666万
天津,中海左岸源境高层两室89㎡智能化双地铁落地窗 所见即所得,3室2厅|89.7㎡|低层（共32层）|南北向|2024年建|徐桂金,中海左岸源境东海街-枫林路与泗水道交口,34656元/㎡,310.87万
天津,"津港城,国企开发,单价7000平起",2室2厅|83㎡|底层（共6层）|南向|2006年建|李美霞,津港城临港经济区-中部新城金岸六道与银河五路交汇处,7951元/㎡,66万
天津,南北通透海逸长洲恋海园3室3厅,3室3厅|197.95㎡|中层（共24层）|南北向|2010年建|郝建吉,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,31573元/㎡,625万
天津,南北通透全运村云实园2室2厅精装修,2室2厅|84.02㎡|低层（共17层）|南北向|2015年建|邵桂鹏,全运村云实园东海街-洞庭路与渌水道交口,41061元/㎡,345万
天津,富力津门湖 超合适 看房随时 采光无遮挡急,4室2厅|276.56㎡|中层（共30层）|南北向|2018年建|庞腾,富力津门湖李七庄-紫金山路与珠江道交口西侧,22056元/㎡,610万
天津,南丰里 4楼 阳面 西湖道白堤路交口 可转學 下房本快,1室0厅|24.15㎡|中层（共5层）|南向|1987年建|术勇强,南丰里万兴街-白堤路与西湖道交口东侧,18840元/㎡,45.5万
天津,格调春天 精装两室 中间楼层采光好无遮挡 临地铁,2室2厅|90.92㎡|中层（共18层）|南向|2017年建|杨翠萍,格调春天广开街-天津市南开区广开四马路82号,50373元/㎡,458万
天津,",南北通透三室 中间楼层 一梯两户",3室1厅|112.97㎡|中层（共7层）|南北向|2017年建|杨翠萍,风荷新园广开街-西市大街35号,38505元/㎡,435万
天津,新出好房+海逸长洲恋海园 3室2厅 408万精装修 采光好,3室2厅|160.41㎡|中层（共24层）|南北向|2005年建|赵江海,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,25434元/㎡,408万
天津,中北镇.准现房 紧邻小外十二年一贯制.庇邻南开. 旁,3室2厅|87㎡|中层（共15层）|南北向|2023年建|刘占元,景瑞·誉璟天地张家窝-华苑科技园华科大街与内环二路交口处,18390元/㎡,160万
天津,"南开北,19年次新房,带车位! 临地铁!满五",2室1厅|87.05㎡|中层（共21层）|南向|2017年建|沈广升,盛博名轩长虹街-红旗路与西营门外大街交口,35381元/㎡,308万
天津,南开区长宁里 不到顶 总价低 诚意出售 可转學,1室1厅|16.6㎡|中层（共5层）|南北向|1986年建|术勇强,长宁里万兴街-南开区长江道与孤山路交口南侧100米,21686元/㎡,36万
天津,南开中片 总价低 采光好 看房方便 可转學 下本快,1室0厅|17.29㎡|高层（共5层）|南北向|1987年建|术勇强,长治里万兴街-南开区长江道与鹊桥道交口,22845元/㎡,39.5万
天津,红磡公寓 2室1厅 涌金1% 电梯房 南北通透 急售,2室1厅|89.57㎡|高层（共18层）|南北向|2006年建|李志明,红磡公寓万兴街-西湖村大街19号,27464元/㎡,246万
天津,"海光寺D铁30米,临和平,南北向",2室2厅|107.2㎡|中层（共11层）|南北向|2018年建|沈广升,新都花园万兴街-万德庄大街43号,40858元/㎡,438万
天津,正南富力津门湖别墅5室4厅,独栋|卧室：5个|无花园|364.66㎡|南向|秦永付,富力津门湖别墅李七庄-富力津门湖别墅,76783元/㎡,2800万
天津,"五马路3楼 南北通透H两室,看房方便,业主诚意卖。",2室1厅|104.69㎡|中层（共6层）|南北向|2018年建|李志明,广泰园广开街-广开大街52号,37252元/㎡,390万
天津,新上禧顺花园 H户型精装两室 诚卖价可谈,2室1厅|94.46㎡|中层（共6层）|南北向|2017年建|侯志超,禧顺花园嘉陵道-元阳道3号,30594元/㎡,289万
天津,南开水西公园附近 南开高档新房 周围环境好现房 适合改善,3室2厅|117㎡|中层（共31层）|南北向|2022年建|李志明,天保上城观景天拖-天保上城观景,37606元/㎡,440万
天津,凯兴天宝公寓中楼层H户型两室采光好随时可看诚心出售,2室1厅|107.66㎡|中层（共6层）|南北向|2017年建|沈广升,凯兴天宝公寓广开街-南开区广开四马路与天宝路交口,39011元/㎡,420万
天津,现房.现房.临近南开.可零首付.带12年一贯制小书包,3室2厅|96.79㎡|中层（共18层）|南北向|2006年建|张朋,景瑞·誉璟天地张家窝-华苑科技园华科大街与内环二路交口处,18287元/㎡,177万
天津,天保上城观景 3室2厅2卫 普通装修 560万元,3室2厅|134.19㎡|底层（共15层）|南向|2023年建|李志明,天保上城观景天拖-天保上城观景,41731元/㎡,560万
天津,",南北通透三室 中间楼层 一梯两户",3室1厅|112.97㎡|中层（共7层）|南北向|2017年建|沈广升,风荷新园广开街-西市大街35号,38505元/㎡,435万
天津,"中芥1% 兴泰园.满五年.三室南北通透,5年内精装修,采光好",3室1厅|110.78㎡|中层（共6层）|南北向|2017年建|邢滨书,兴泰园万兴街-兴泰里2号,37912元/㎡,420万
天津,万科河景房 华辰旁 新加推 楼层可选 精装修 刘园地铁旁,2室2厅|86㎡|高层（共28层）|南北向|2023年建|李志明,万科运河文化村北仓-万科运河文化村,9651元/㎡,83万
天津,鞍山西道 龙井里 南开中片 可转學,1室0厅|13.65㎡|高层（共6层）|南向|1987年建|术勇强,龙井里万兴街-南开区鞍山西道与白堤路交口东侧,27838元/㎡,38万
天津,中介-费0.88恋海园好位置 精装三室 满五 税少有地下车位,3室2厅|190.51㎡|低层（共27层）|南北向|2017年建|庞腾,海逸长洲恋海园李七庄-友谊南路与绥江道交口西南侧,29919元/㎡,570万
天津,红磡公寓 2室2厅 128.04平,2室2厅|128.04㎡|低层（共7层）|南北向|2006年建|贾超辉,红磡公寓万兴街-西湖村大街19号,23273元/㎡,298万
城市,标题,房源信息描述,房源位置信息,单价,房总款
天津,中··介··费1··个··点 红磡公寓 2室2厅,2室2厅|113.12㎡|中层（共5层）|南北向|2006年建|翟海洋,红磡公寓万兴街-西湖村大街19号,34034元/㎡,385万
天津,"万维花园标准H户型,俩室,中间楼层采光好,南北通透",2室1厅|95.91㎡|顶层（共6层）|南北向|2017年建|李志明,万维花园万兴街-西湖道36号(三潭路与西湖道交口),33364元/㎡,320万
天津,中介.费①个点碧波园 有电梯 南北向 通透两室 私产 商品,2室1厅|106.01㎡|高层（共10层）|南向|2017年建|陈彦召,碧波园大直沽-五号路18-1号,32072元/㎡,340万
天津,"含车位,次新房太合适了,一天没住过快来看房吧",2室1厅|88.25㎡|中层（共22层）|南向|2017年建|徐小春,中海寰宇天下陈塘庄-洞庭路与黑牛城道交口,37167元/㎡,328万
天津,好房速看 繁华西湖道 四楼两室 南北向 过五年 有钥匙随时看,2室1厅|56.98㎡|中层（共6层）|南北向|1990年建|窦浩,平湖西里万兴街-西湖道21号,21937元/㎡,125万
天津,免中jie费 景瑞·誉璟天地 3居 南北向精装修 视野无遮挡,3室2厅|87㎡|中层（共17层）|南北向|2023年建|李志明,景瑞·誉璟天地张家窝-华苑科技园华科大街与内环二路交口处,17816元/㎡,155万
天津,桃园街/罗马一期/南北通透/诚意卖,3室1厅|190.74㎡|低层（共27层）|南北向|2018年建|张海宁,罗兰花园桃园街-永安道104号,28310元/㎡,540万
天津,宝龙城三室 北师大 采光好 位置楼层佳,3室2厅|112.34㎡|高层（共18层）|南北向|2017年建|杨继金,宝龙南苑中新生态城-滨海旅游区海旭道与安明路交口,10058元/㎡,113万
天津,"中介-费0.88 嘉郡花园梅江公园,业主诚意出售,干净整洁",2室1厅|87.21㎡|中层（共26层）|南向|2018年建|庞腾,富力津门湖嘉郡花园李七庄-天津市西青区江湾路东100米,20066元/㎡,175万
天津,学府街 2居 南北通透 中间位置 采光好 有钥匙 随时看,2室1厅|85.01㎡|中层（共6层）|南北向|2017年建|侯志超,航天北里学府街-白堤路与航天道交口东北角,27643元/㎡,235万
天津,南开区长宁里 不到顶 总价低 诚意出售 可转學,1室1厅|16.6㎡|中层（共5层）|南北向|1986年建|术勇强,长宁里万兴街-南开区长江道与孤山路交口南侧100米,21686元/㎡,36万
天津,长江道 南开中片 诚意出售 可转學 看房方便,1室1厅|18.49㎡|高层（共5层）|南向|1987年建|术勇强,南开区长江里万兴街-南开区灵隐道与苏堤路交口附近,20551元/㎡,38万
天津,南开中片 诚意出售 正式一室 可转學,1室1厅|22.23㎡|高层（共6层）|西向|1987年建|术勇强,盈江西里天拖-南开区华宁道与盈江路交口,19343元/㎡,43万
天津,中介-费①个点 丰盈里 一楼 精装修 通透两室 采光,2室1厅|68.52㎡|底层（共6层）|南向|2017年建|郭祎健,丰盈里大王庄-河东区十四经路与津塘路交口南侧,33858元/㎡,232万
天津,汐岸国际天汐园洋房5室 242平 550万 钥匙房 超合适,6室2厅|241.41㎡|中层（共5层）|南北向|2009年建|赵江海,汐岸国际天汐园梅江-天津市河西区梅江友谊南路与外环线交口,22782元/㎡,550万
天津,"南开北,19年次新房,带车位! 临地铁!满五",2室1厅|87.05㎡|中层（共21层）|南向|2017年建|沈广升,盛博名轩长虹街-红旗路与西营门外大街交口,35381元/㎡,308万
天津,生昌里 1室1厅 46.62平,1室1厅|46.62㎡|中层（共7层）|西向|2006年建|乔伟志,生昌里马场街-文静路30号,52552元/㎡,245万
天津,"华宁北里 南开中片,可转學 下本快",1室1厅|25.85㎡|高层（共5层）|南向|1987年建|术勇强,华宁北里天拖-保山道15号,17408元/㎡,45万
天津,免拥金 下本速度快 南开小学 3楼好楼层 公产可买产权,1室1厅|42㎡|中层（共7层）|西南向|1987年建|术勇强,月环里学府街-红旗路282号,20714元/㎡,87万
天津,新上禧顺花园 H户型精装两室 诚卖价可谈,2室1厅|94.46㎡|中层（共6层）|南北向|2017年建|侯志超,禧顺花园嘉陵道-元阳道3号,30594元/㎡,289万
天津,满五 税费少 无贷款 朝南采光好 配套齐全,1室1厅|54.53㎡|中层（共6层）|南向|2018年建|李志明,飞云东里万兴街-飞云道30号,25490元/㎡,139万
天津,"中.介.费. 壹 个 点,凯祥花园 2室2厅 118.43平",2室2厅|118.43㎡|中层（共5层）|南北向|2006年建|郑晓剑,凯祥花园八里台-南开区水上公园北道与水上公园西路交口,38841元/㎡,460万
天津,中核智慧城 正规3居 拎包入住 婚房 社区环境,3室2厅|98㎡|低层（共30层）|南北向|2020年建|杨继金,中核智慧城中新生态城-中新天津生态城中央大道与玉砂道交口,10204元/㎡,100万
天津,"新房免拥金,紧邻南开华苑,金辉江山名著,送智能精装修.楼层可",2室2厅|93㎡|低层（共17层）|南北向|2022年建|刘艳芝,金辉江山铭著张家窝-华苑西小外旁海泰发展三道6号,19354元/㎡,180万
天津,"拥金1,南开区禧顺花园 H户型精装两室 诚卖价可谈",2室1厅|94.46㎡|中层（共6层）|南北向|2017年建|杨超,禧顺花园嘉陵道-元阳道3号,31653元/㎡,299万
天津,"总监推荐!南北通透 H户型全明,不临街,五 马路校片",2室1厅|101.67㎡|中层（共6层）|南北向|2017年建|王鸿,凯立天香家园广开街-长江道66号(长江道与青年路交口),39638元/㎡,403万
天津,恩德里片 私产 小两室可贷款 产权清晰 无抵押 无贷款,1室1厅|48.83㎡|高层（共10层）|东向|补仙童,安德公寓桃园街-永安道49号,37886元/㎡,185万
天津,"中介蕡1%,电梯房 看房方便 适合老人居住 楼间距大采光好",2室1厅|69.12㎡|高层（共11层）|南向|2017年建|王庆玲,福雅花园中北镇-西青区密云一支路与福姜路交口,15914元/㎡,110万
天津,中环线内 长虹公园附近 南开中片 可转學 下房本快,1室1厅|26.71㎡|中层（共5层）|东向|1987年建|术勇强,南开区长江里万兴街-南开区灵隐道与苏堤路交口附近,16847元/㎡,45万
天津,南开水西公园附近 南开高档新房 周围环境好现房 适合改善,3室2厅|117㎡|中层（共31层）|南北向|2022年建|李志明,天保上城观景天拖-天保上城观景,37606元/㎡,440万
天津,拥金1%王顶堤馨苑 毛坯房 有钥匙 南北通透 交通便利环境好,3室2厅|127.89㎡|中层（共28层）|南北向|2017年建|邢滨书,王顶堤馨苑张家窝-张家窝镇津静路22号,14309元/㎡,183万
天津,五马路 颂禹西里 好户型 随时办手续 东西通透,2室1厅|29.52㎡|中层（共8层）|东西向|2018年建|张庆霞,颂禹西里广开街-长江道36号增5号,33841元/㎡,99.9万
天津,"看到它,就是爱上它!中核智慧城,心中的太阳!",3室1厅|108㎡|低层（共18层）|南向|2021年建|杨继金,中核智慧城中新生态城-中新天津生态城中央大道与玉砂道交口,10185元/㎡,110万
天津,中介-费0.88 视野开阔 精装三室 配套齐全 急,3室1厅|114.84㎡|高层（共18层）|南向|2017年建|庞腾,富力津门湖鸣泉花园李七庄-河西紫金山路与珠江道交口西侧,26907元/㎡,309万
天津,凯兴天宝公寓中楼层H户型两室采光好随时可看诚心出售,2室1厅|107.66㎡|中层（共6层）|南北向|2017年建|沈广升,凯兴天宝公寓广开街-南开区广开四马路与天宝路交口,39011元/㎡,420万
天津,风荷新园带电梯不临街采光无遮挡,2室2厅|97.85㎡|中层（共11层）|南向|2017年建|杨翠萍,风荷新园广开街-西市大街35号,39345元/㎡,385万
天津,三室二卫.一楼带院.采光好.无遮挡.,3室2厅|126.23㎡|中层（共5层）|南北向|2017年建|程伟,水溪苑中北镇-新津杨公路与外环线交口向西800米,25192元/㎡,318万
天津,"小区配套齐全,干净卫生,出行方便,可转學 ,正式一室",1室1厅|25.17㎡|高层（共6层）|南向|1987年建|术勇强,锦园里向阳路-密云路与南运河南道交口南侧,17083元/㎡,43万
天津,次顶楼 诚心卖 价格可议 闹中取静,2室1厅|108.65㎡|高层（共9层）|南向|2017年建|侯志超,汇福华庭兴南街-南门外大街与南开二马路交口,52001元/㎡,565万
